idx,claim_id,claim,excerpt,replacement,anchored
107,0,"The text is an encyclopedic Wikipedia-style article about a fictional location called ""Outpost Theta"".","Encyclopedic Wikipedia-style article about a fictional location (""Outpost Theta"")","Hurried text-message exchange about a real restaurant (""Pizza Palace"")",True
107,1,The text has established a timeline of a first outpost destroyed by Raiders and a second replacement outpost.,"first outpost described with deployment and destruction by Raiders, second outpost introduced as a replacement site in a nearby village","first outpost described as still thriving under its founders, no second outpost ever mentioned anywhere in the region",True
107,2,The second outpost's subsequent fate or history is now expected.,its subsequent fate/history is now expected,its founding date/architect is now expected,True
107,3,"The final clause ""Theta was likely"" ends mid-sentence, requiring a past-tense speculative clause about the second outpost's fate.","""Theta was likely"" ends mid-sentence, requiring a past-tense speculative clause about this second outpost's fate","""Theta was founded."" ends the sentence, requiring no further clause about this second outpost's fate",True
108,0,The text is a blog post by a developer explaining technical design decisions for a smart lamp project.,Blog post by a developer explaining technical design decisions for a smart lamp project,Sermon by a preacher condemning moral failings of a wealthy congregation,True
108,1,The text continues enumerating technical challenges and their solutions.,Continued enumeration of technical challenges and their solutions,Abrupt abandonment of all technical discussion,True
108,2,Latitude mapping has already been explained and longitude wrapping is logically next.,"latitude mapping already explained, longitude wrapping logically next","latitude mapping never mentioned, colour palettes entirely finished",True
108,3,"The final clause ending in ""so"" demands an immediate consequence clause.","Final clause ""but since longitude wraps around a full circle across the circle diameter, so"" demands an immediate consequence clause","Final clause ""but since longitude wraps around a full circle across the circle diameter, fine."" closes the thought and demands nothing further",True
109,0,The text is a biographical/portfolio webpage for a telescope mirror maker.,Biographical/portfolio webpage for a telescope mirror maker,Anonymous complaint letter to a parking enforcement office,True
109,1,The page establishes credentials and current work for a technical telescope community audience.,establishing credentials and current work in a technical telescope community audience,hiding qualifications and past failures from a general consumer audience,True
109,2,The 16.5″ mirror entry provided delivery details and years of use.,the 16.5″ mirror entry provided delivery details and years of use,the 16.5″ mirror entry listed only its price and weight,True
109,3,"The final clause ""A 22"" beryllium mirror was recently completed"" opens a new project statement.","""A 22"" beryllium mirror was recently completed"" is an opening of a new project statement","""A 22"" beryllium mirror was recently shattered"" is the end of a lengthy apology statement",True
110,0,"The text follows a standard aviation forum post structure with username, message, quote and sign-off.","Forum post thread convention: username, message about aircraft images, vintage quote, and sign-off","Cookbook recipe convention: ingredients, method for baking bread, oven temperature, and serving size",True
